PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
21.29332389894909,45.4332398879868,7.197385626787555,24.746143732124448,17.749253036225017,7.360877547661219,0.35962651811250784,5.2562651811250785,20.909719663960402,0.9374696377498429,6.517684232598366,0.5444817826499058,51.03734818874921,Satisfactory
32.96693545865677,86.76308662233221,9.406841906242839,31.1812261946759,22.82501852141348,13.866439663604204,0.5569380728857556,5.47726622987046,21.759124043297792,2.765820392461761,17.25984209531214,1.132575865441682,78.17739943934035,Satisfactory
16.629482496252322,55.49606672449394,6.213551992683532,25.161325476367782,17.781892893846038,16.383365858027798,0.2936019064141126,7.766114384846758,12.87592599681326,0.6679618717177475,4.668812997935136,2.3163005195024913,52.72038128282252,Satisfactory
16.506819897798447,54.18707380598146,5.703887589220843,13.66376369240887,6.112967138218714,5.8157899075253665,0.20127060512651887,10.940638891948515,26.619560778704745,0.2761881846204435,2.1995054769635476,0.8571291077226607,60.87293948734811,Satisfactory
46.06570282038363,120.87804778723503,3.9474869722213377,33.74736633137541,20.57315192450632,14.39,0.52,10.49671084611509,34.78181732890303,2.200097015763281,17.452245605571466,3.379652150562185,96.65570282038362,Satisfactory
28.538937465056524,75.47903416857737,3.9961068981844865,28.292664477573346,17.60478555894089,13.467396002921138,0.5247984527436665,4.721711539953486,27.623026432295696,0.8938995487169028,5.679193810974667,0.7570058022112502,84.76999355309862,Satisfactory
39.82460008842288,62.62111857814473,5.309561340521496,26.846147104055017,18.369182633286993,13.57649217438368,0.4715821027496843,6.125847342835007,21.72381780882743,1.5169045185240213,18.7233367406637,3.444119020259155,69.07910513748422,Satisfactory
24.18044795312019,77.5967872871296,5.39619209500778,24.39065976092035,16.95366066599058,16.73533299851781,0.29508438096724,7.06744704804996,17.02189319102969,0.9546149049142099,7.770389620436939,4.162414763650699,86.983123806552,Satisfactory
284.67824105059753,102.84588400039243,4.058865108357118,3.4579181983767384,6.278603949277564,11.073313950258651,0.9799147827952194,9.058094140251516,42.62038147079022,1.1272690361844453,6.8412822713342845,1.7188340271138067,503.3883402711381,Severe
348.93900135752017,97.5277380419346,3.091195535907245,0.6403985119690817,2.618007440154592,11.065579167567142,0.9880074401545917,7.632591179661125,41.91536836318704,1.0635990079793878,6.091980159587755,1.224744942856021,497.1992559845408,Severe
517.1287984986689,84.1223787896869,4.485361427047927,2.5549098082503683,6.061167152691507,10.75388080712405,1.1401488503218238,5.185817550585122,38.59582205532476,1.1659692163692177,6.583725199692775,0.7186547161790431,482.29854528232903,Severe
321.1322560439328,98.98054284001,6.424418918048177,10.532716838081239,15.622760125450935,10.75411722547594,1.0804836138911424,9.254859244569626,40.63086763824044,1.271563446017726,8.406657990131697,2.0686386570126696,506.8863865701267,Severe
271.11353500391243,104.28419516091415,3.178631694508414,0.8253532009512274,2.801600612133976,11.192088514419382,0.9424926598404686,8.984876943166135,43.360688685764636,1.0735764249884985,6.2587987922994675,1.5886701211842387,502.0867012118424,Severe
500.81321700530066,84.15934855640985,3.550399129694049,2.1537581622437365,4.727794460383226,10.750668412689972,1.097569441886459,5.210919989886231,38.75135416282969,1.0831163082532578,6.1965797338513315,0.6507204250392065,489.17621454235695,Severe
524.2784614433713,92.99310795504894,15.68837659236916,17.449370745920806,31.78065207637945,10.552821669196533,1.5261823951426559,8.386679026391189,37.48597561396486,2.0586717887673918,12.462694392693365,2.6327377092490023,446.107900455376,Severe
522.2513017618212,90.47797057737772,12.511961028365521,13.226311431825518,24.488349869858535,10.609828409397602,1.4167294539566009,7.479131722390148,37.80065281987477,1.8055618622746397,10.795817309214069,2.0900335425348127,456.36911369156866,Severe
274.37333380697436,103.93854778872911,3.3901647582551453,1.4579973731179745,3.6371757641243008,11.163545235947087,0.9514857475783148,9.002472114827139,43.18278195008116,1.0864795508732343,6.398778157958118,1.619950426359356,502.39950426359354,Severe
361.6122657650146,94.91913183700508,8.258339308156557,16.029341851857783,22.89188365801494,10.485311784449358,1.1660485717550044,9.199829304729011,38.85407285763251,1.3827125014281445,9.603416444811474,2.2856596506507323,508.8639643795638,Severe
318.0175167328383,99.31080906899015,6.222298974746978,9.928225029834769,14.824367669194626,10.78139034167,1.0718907142683558,9.23804704965548,40.80085760903905,1.2592345030806844,8.272907639481364,2.038750310498629,506.5875031049863,Severe
300.90373162140384,101.12544095558103,5.1117606821613855,6.6068739070926465,10.43763877593139,10.931241164883954,1.024677441200946,9.14567325452359,41.73485931537258,1.1914937199839661,7.538022780432119,1.8745302302641607,504.9453023026416,Severe
307.59690316733247,100.41574158571166,5.54609027390271,7.9058485456092145,12.153280804676694,10.872634768955827,1.0431424700550136,9.181800484890244,41.369572874998646,1.2179870222528455,7.825434968682385,1.9387564175826557,505.58756417582657,Severe
294.65498203646763,101.7880167781891,4.7062702748865295,5.394150286074685,8.835914191187639,10.985956136660413,1.0074384774905547,9.111944847264128,42.07589098877381,1.1667595546603613,7.269694562679071,1.8145686173584517,504.3456861735845,Severe
407.0274283680557,91.40868666470016,6.722345000465461,11.502347719553661,16.965738347250383,10.571886009064674,1.1437068363704066,7.898423218576191,38.82056025455561,1.2849674091205294,8.491915109427735,1.7522507183434604,502.44071545649194,Severe
519.1113109254752,86.58212142947026,7.591817906846854,6.68495819345325,13.192859774656313,10.698129614019258,1.2471911410830216,6.073376544813387,38.288075469386314,1.4135045137544875,8.21389008607685,1.2494060745366486,472.2633305234667,Severe
455.2866104963749,88.27166132473927,3.0522862923506087,0.6274287641168697,2.6828561794156522,10.884002697636173,1.0528561794156521,5.812503231067367,39.896410947526036,1.0549525094112464,5.9190501882249285,0.7448642723241752,490.7143820584348,Severe
482.3065840906975,85.58985142036609,4.176315259507833,3.9985037012039957,7.142692692137494,10.715389503555013,1.1066736765019323,5.741241656237545,38.7650105147529,1.122947334695953,6.649515405971123,0.8680840264836294,491.7936819943055,Severe
481.9877023812504,85.61449994507245,4.187100214629953,4.0302899053002825,7.1843030098995655,10.714781624266312,1.1068305485764358,5.750379454577379,38.76524582286466,1.1236336500219062,6.657319791677676,0.8718293472624021,491.83878271572524,Severe
277.8138528111693,103.57373804904957,3.613425017493415,2.12571474732781,4.5190744221505135,11.133419544774455,0.9609774037011988,9.021042746371911,42.995012231128456,1.1000980140060679,6.546517848914311,1.6529648824389525,502.7296488243895,Severe
440.2919735404603,94.76140726924199,12.792036831357239,17.997889096137037,29.380037521400226,10.500334781717845,1.3722318781189675,9.086205807197755,38.10163045705387,1.784240568426038,11.483580385340405,2.6176224567897868,475.62058071977555,Severe
524.578302623452,93.36512687701641,16.158206472968146,18.074011764491747,32.85927085466772,10.544389690004161,1.5423717951920108,8.520916135133756,37.43943108882297,2.096109776381525,12.70924546427833,2.7130101511603866,444.59014420074897,Severe
426.8356131565141,89.87757805080936,6.052408852780545,9.527863182467751,14.38100288290967,10.609646046479643,1.133962310585899,7.330804591628607,38.80594346587885,1.2423351088133074,8.007124951648468,1.5196001652383349,499.6391642934459,Severe
425.38169013333857,89.98996159773665,6.101582242446426,9.672790572737558,14.57072276085694,10.606874455425746,1.1346775598901297,7.372467863600063,38.807016339835194,1.245464324519318,8.04270860453396,1.5366767423768497,499.8447984684123,Severe
488.5763519167142,85.3742534471448,3.0401066235517527,0.623368874517251,2.703155627413745,10.827164243241514,1.073155627413745,5.242765390587557,39.26442146651874,1.052245916344834,5.864918326896681,0.5946483571382872,488.6844372586255,Severe
464.904566197193,94.5404091193302,14.001786444185978,18.329386321004698,30.924154464939637,10.508945099246874,1.4296339949791685,8.988622208535414,37.88637251882812,1.8933045904604202,11.961453008201579,2.685069944100523,465.8622208535414,Severe
505.01183601250136,94.18028320529851,15.973125051515284,18.86957519205223,33.440358903238966,10.522975979014344,1.5231731934289576,8.829605571170772,37.53560052464141,2.0710290675150196,12.740166835296073,2.7949785022790254,449.9605571170772,Severe
492.9466926645679,84.76740544340414,3.816454251290597,2.9378951660764687,5.754283493161177,10.735672578563621,1.1014393345642268,5.436341238366214,38.75715900184634,1.1000470887184925,6.389106894570287,0.7431141127209164,490.28880868721524,Severe
477.4168589298954,85.96781135931137,4.341691525553902,4.485912659859775,7.780744394955239,10.706068295832416,1.1090791494626022,5.881360456196579,38.76861872419391,1.1334712788988848,6.769187685764461,0.9255146934196279,492.48525547049815,Severe
422.2854613951671,91.14395126439885,3.0643603743015366,0.6314534581005121,2.662732709497439,10.94034841340717,1.0327327094974392,6.377301953438541,40.52292164431306,1.0576356387336747,5.972712774673496,0.8937779497189502,492.7267290502561,Severe
524.1910194092684,92.88461688236562,15.551361121609533,17.267208038205926,31.46609681759317,10.555280669030697,1.5214611154610607,8.347531749031294,37.49954929304945,2.0477538295037028,12.390793237542404,2.6093280308277595,446.5505204255256,Severe
516.9477095063623,83.89769807144842,4.2016078091819145,2.1776580492497524,5.409735659557619,10.75897329847125,1.1303712669351988,5.1047450883376895,38.62393260756131,1.1433585547876473,6.434820752700632,0.6701741985536939,483.2151937248251,Severe
442.64139664762894,89.37225089546024,3.056912778168679,0.6289709260562264,2.675145369718868,10.90559296478717,1.045145369718868,6.028919956557105,40.13647415608591,1.0559806173708177,5.939612347416352,0.8019242640803769,491.4854630281132,Severe
504.3672799050549,83.88463098999792,3.430196535003064,1.799488333163577,4.264030995048187,10.7574434680271,1.0958210405091355,5.1090756096571415,38.7487315607637,1.0754670522274679,6.10959676532949,0.6089773421556096,488.67354914637644,Severe
384.13278123111104,95.26566449130715,10.031719700182297,17.241503263039277,25.85678576203577,10.480688396442579,1.2412559762838575,9.308864840317442,38.59279008893554,1.5353863549393292,10.393206002563115,2.4637257721335324,497.8864840317442,Severe
518.8115066005788,86.21014823446384,7.122045775710008,6.060393953061691,12.11437357553525,10.706560556789123,1.2310037309648818,5.939155935917144,38.334614273475964,1.3760711278562892,7.967369319486013,1.1691434993675391,473.7809002220423,Severe
290.2209865501009,102.63832260645692,3.112678609742229,0.6475595365807431,2.582202317096285,11.165833512130401,0.9522023170962849,8.637521633497602,43.03010119440233,1.068373024387162,6.18746048774324,1.4897028534874912,500.7797682903715,Severe
516.9542072782174,83.90575998635967,4.211789357206723,2.1911944648577544,5.433110096444437,10.758790571478702,1.1307221027608922,5.107654102059064,38.62292395456244,1.144169862634563,6.440163689962754,0.6719137595227567,483.18230286616637,Severe
524.9712258528755,93.85263455086796,16.773889328521374,18.89256499384177,34.2727337204676,10.533340105374705,1.5635869976805643,8.696825522434679,37.37843738166838,2.145169932136305,13.032335318843593,2.8182021968327975,442.6012189674471,Severe
301.41295624218776,101.0714461655159,5.144805005040611,6.705701475334027,10.568166905308292,10.926782319098033,1.0260822830239076,9.148421858090254,41.70706787930965,1.1935093625995197,7.559889448806911,1.8794166366048963,504.99416636604894,Severe
301.1104358009667,101.10352341992868,5.125174015631879,6.646989939542295,10.49062268281946,10.92943123264117,1.025247693825385,9.1467889661801,41.723578230845646,1.192311908532074,7.54689888649947,1.8765137176535127,504.9651371765351,Severe
285.816900077742,102.72514817455632,4.132754341136911,3.678903001773607,6.57047324770717,11.063343684097976,0.9830560995307743,9.064240194734124,42.55823803102163,1.1317761428050241,6.890177549218141,1.729760346193998,503.49760346194,Severe
362.1584363458369,94.87691461771512,8.239867175611222,15.974899439392345,22.820614812085484,10.486352941011004,1.1657798861907087,9.18417837060878,38.85366982928606,1.3815370020843505,9.590049337987757,2.27924478280317,508.78671727982874,Severe
513.9234929988753,83.14596662774652,3.1069941489742092,0.8469227554312635,3.0170574256786793,10.77566032978509,1.0911199148941704,4.835235042585421,38.74167987234126,1.0548996276619953,5.875715765984975,0.4967379680983166,487.32197553207396,Severe
455.5334997918471,88.25017305360606,3.052195963326695,0.6273986544422318,2.6830067277888414,10.883581162191243,1.0530067277888413,5.808277840059855,39.89172387484074,1.0549324362948211,5.918648725896423,0.7437502143625748,490.6993272211159,Severe
362.76609544474996,96.3242822737831,3.0861366373022174,0.6387122124340725,2.6264389378296373,11.041970974077016,0.9964389378296373,7.395947144914845,41.652867735570624,1.0624748082893818,6.069496165787633,1.1623518600606835,496.35610621703626,Severe
367.1588865495375,94.49039599109774,8.07074605815732,15.476453382314578,22.16811479165425,10.495885222176588,1.1633199426641065,9.040886660184203,38.84997991399616,1.3707747491554658,9.467667147539299,2.2205136311055425,508.07948351593063,Severe
288.78926161912955,102.40997873679854,4.325635184832567,4.255762900294071,7.332370406630677,11.037317248627028,0.9912562093366895,9.080283887832653,42.39601846746984,1.1435415177439459,7.0178140409797765,1.7582824672580506,503.7828246725805,Severe
429.3180871278121,94.85994254459314,12.252652174727164,17.85008618311029,28.69157027284274,10.496495745015851,1.346638300105678,9.129714889820347,38.19760637460371,1.7356127702007882,11.27051384837977,2.587550002624172,479.97148898203477,Severe
452.3316831940511,94.65330189424034,13.383808462047991,18.160047158639486,30.13537118050254,10.50454667944518,1.4003111963012094,9.038470966287944,37.99633301387046,1.837591272972298,11.71734070920757,2.650615655653921,470.84709662879436,Severe
